"Output","Input1","Input2","Input3"
5.45163046299142,1.87597642619175,2.7217640447303,-0.0117548736347191
4.54479248220263,1.71310821076336,2.57059647294556,0.00713656821322904
5.34505115048827,2.80419287677757,4.70036597072124,0.0569759061661171
11.2398330405513,3.89537616957601,6.86310641562218,-0.103290464995301
10.0552519235938,3.69417145885606,6.40511643915842,-0.142105913129978
1.72013833424888,1.10474175794851,1.2033969230459,0.241145841414866
9.01097266210191,2.94795810250196,4.96875785047494,-0.0596395925274503
5.86053167013608,2.7438657391802,4.54533352501072,0.0481810141641147
13.3680891299865,4.5951021377638,8.2265406125933,-0.189332875627653
10.193232136412,3.63926061231373,6.22881855703689,-0.0747659396088552
-2.35050973638298,0.308082683180959,-0.598042551771016,-0.0391915852361133
7.21736271454095,1.96764148772277,2.86615502019952,0.0296657760955449
18.810761074365,5.14666417508369,9.36268106389688,0.0101699058569422
16.4412071962494,5.34031138008286,9.69926511806879,0.0198045383513621
6.62842498374992,2.83279642297986,4.71568844160341,0.0718020861246555
12.8160962324713,4.45188738925554,7.94089816229167,-0.0568351028933301
13.0794408131604,4.24467795106567,7.31739065333158,0.0353358404437317
8.02303355795179,3.09588205232016,5.12243014334543,-0.109022214247855
5.36739736564735,2.21765803876782,3.34662129436268,0.0582553894174528
1.90826010928892,2.20694504992861,3.57305743594195,-0.135883583258602
13.8480986704055,4.89209752864069,8.76148384931377,-0.0596554486494658
8.85826616417872,3.31600889754,5.66747247795368,-0.0964340591182229
16.8723987175097,5.77188299101778,10.4427765235362,-0.052581837501064
7.8561429012579,2.64625631967035,4.30543685522862,0.0764477492335249
11.9491903177595,3.65441260391839,6.31721550013425,0.0359534557294426
13.219761604229,4.64769322281632,8.49459776632624,-0.062757504772674
8.56169317152807,2.77672140540501,4.56411836125856,-0.0142548521672262
7.71705973238447,2.77606736889638,4.55582195340803,-0.0687404881798182
17.942057681384,6.05395266433816,11.1011878950241,-0.159410568438654
21.3253930726509,6.56852154040704,12.063518373162,0.115269552517037
10.9964502099058,3.67893088079485,6.26092960430539,0.011813084947804
15.6997762436829,5.06016045479916,9.2514193644189,0.0346561578796018
6.15402541723501,2.04385989119444,3.17437855113673,-0.115085786112343
12.6265319864299,4.19072173718283,7.37434134489083,0.145058206554952
4.61195420760823,1.96749158496996,2.94024768250086,0.0374742264807874
16.4490771902259,5.24514049300778,9.61654154767356,-0.0670419306691486
10.5420748307769,4.12677154205326,7.17532235419795,-0.105593812606632
7.41813044885187,3.06942450458568,5.14299758363828,-0.00131936569777777
17.4287793478858,5.97266635767933,10.9942045339998,0.129139071739314
7.91748043446716,2.9751871856521,4.9780306078728,-0.0361297120743364
5.68399686592128,1.89952625000187,2.67123964375751,-0.134103166955752
12.806200595999,4.02662145911155,7.15270952285005,0.0056855998020984
8.86324776394205,3.74045086815848,6.54081115107934,0.139074241372873
10.8205769853039,4.22172478709977,7.50455125485418,0.0847104614054816
8.77161695505785,3.12688081902165,5.25994949167028,-0.114594176424806
14.2466140711212,4.48977290902477,8.0556636873878,-0.0626142404882174
18.2420438809998,5.04636070375175,9.04416492289606,-0.0878085478556483
11.3690873527463,4.09369742854885,7.1667629447996,0.0356006583834667
1.80985239663676,0.788071828298386,0.58194795032674,-0.0803854593811534
8.77546051925958,3.42928755148146,5.77220362106539,0.127509862410174
10.4939878598061,3.244925714152,5.49627230157821,-0.0191288191672811
10.111675394119,3.14120108835663,5.27844113529489,0.0457576141164612
-3.9367725702737,-0.367655138663273,-1.83555684848749,0.0901214101734448
9.2260939092257,3.71569373606421,6.34592253395799,-0.239461970786927
7.46141759240791,2.31104527871442,3.57910238415107,0.0398338915837843
14.2973537485617,4.32085438982547,7.63611240373221,-0.014993096159007
6.81863908451263,3.23768283810935,5.54220159380065,-0.156111324770241
8.44129120390649,3.42546183381113,5.84278388152869,0.0881961706480078
13.8531505559237,5.06536763921896,9.13382756318439,-0.0826406239183066
6.93268031958245,2.85465052617463,4.71759132222937,0.108540148087455
1.52142490385425,1.07010882299975,1.12569657970777,0.0378403005689324
7.72616296685282,3.2289508877379,5.38910231100354,0.210077349151734
13.9699042997216,4.32846050973725,7.74607590511584,0.0454637124173116
-3.21587167590497,-0.289481836480408,-1.66744403372748,0.0237032557561399
16.4302539166217,5.64071389047464,10.4394099779458,0.0782598999024582
13.2280004491225,3.96285142867423,6.92936016066922,0.104152797393451
6.31733705528576,2.70725803954942,4.40522851108501,-0.014624764753835
15.3243178854094,4.74477127441059,8.63913613332796,0.106382834697218
14.5186462258092,4.00586638436008,7.20118283385233,-0.0284897260202501
6.52514522041859,3.07995164472354,5.04653331108783,0.168904159646878
10.5149075912233,3.66427465355155,6.28103426077723,0.015125968136884
15.1420643603265,4.8301850088858,8.74881975440061,-0.0241184396849385
0.242464162069269,1.18001502854021,1.48917722426827,-0.0131942764190911
6.68713421980517,2.54411543907868,4.31845419014199,0.0750497863736775
9.29683284920111,3.25632940084056,5.44031005892585,0.0407007200611158
13.2842050220045,4.4188257726102,7.88506630722543,-0.162177530543031
14.8892520150789,4.33233628708773,7.61819172192321,-0.0594868675164359
5.02941876685609,2.37804942992561,3.68555247999872,-0.213589700528433
8.28728346047646,3.2603834728937,5.37790455276558,0.001744316641217
10.8127862808739,3.58556688982825,6.28542467127261,-0.00278613646276975
11.3808878305229,3.94852895636343,6.96590539151449,0.106638985855879
10.0332386650808,3.42276847750703,5.9001329469458,0.138824549661774
13.7550665234454,4.23120143636253,7.57625832322937,-0.184460387375433
8.23944270938246,3.67582416476456,6.26941627966877,-0.155995877377267
0.649966375993996,0.903356040305929,0.720026490053227,0.114506578340679
4.99877987374199,2.16890682626337,3.45472679154256,-0.157696728629446
17.9369695277713,6.10245145022126,11.0535623335452,-0.0645290224622218
15.2904429119074,4.95973649485262,8.9657975971405,-0.0107804201895084
5.64030469907316,2.20385552456901,3.49483958875652,0.0620046208927861
6.71405174915588,2.848225919666,4.66800331058923,0.0527532897105248
11.1251108259902,3.19013201151373,5.36848309446086,-0.00719997124379285
23.9285469591481,6.75466351402602,12.6763863852183,-0.0378437999962765
2.53468303347563,1.71926592116403,2.32219988793152,-0.0168661367545724
-0.770800690594259,1.02623319983318,0.920430492007125,0.0606169728490626
12.2788756100971,4.15080268785977,7.37327579584236,-0.141062069847451
14.318734350602,4.81020006276079,8.60623158219769,0.0162459178007144
10.4988948191803,3.48592997983843,6.11298738387169,-0.238743106778529
13.023650670497,4.10164591884022,7.09113869902655,0.0376746962458051
0.564048910709249,1.32501469432565,1.72069078158293,-0.0963884413354377
6.56984530810136,2.60967732329421,4.10704321363521,0.0622230706777492
8.32500314810577,2.89529369045962,4.96058926583367,0.111230664162896
11.6691032921032,3.92056387315472,6.79709404911137,0.158064272693537
4.29895419602269,2.28438006266525,3.67578672814411,0.0706158035042052
4.30983383239892,1.83076309264506,2.52989021977191,0.0331567784733523
5.60558347136919,2.24604843396951,3.4405243527532,0.00308232961949623
13.6336260729845,3.92659339935652,6.67818410910507,-0.0129316010545607
1.48226345657137,1.92750455554344,2.94542214603005,-0.00585377950040913
8.94700342200487,2.85884706995809,4.89047238009514,0.0137060247854236
-1.0816619560232,1.02237747694109,1.16582116619712,-0.162758819052198
10.0903464057342,3.87921734574787,6.56795977405424,-0.0446900273721555
12.6015187293179,3.82237473511643,6.72799010025804,0.116895895878195
12.2870598056553,4.01654347918025,6.97989261237717,0.076474119697966
16.9857366347629,5.32699165497326,9.72319960832813,-0.106759772304201
-3.22381303134944,0.329398058829031,-0.351267376587807,0.0807365723939739
10.6457936174421,3.8976649772635,6.66772807428069,-0.173081733872065
5.94856459096057,2.48220224605364,4.15876219829336,-0.0552442760713947
12.2921803445354,4.19453234873663,7.4355410903296,0.248190301631736
10.2233285206764,4.33377256860135,7.64636119356721,-0.00903877592986813
3.6282413022732,0.859539844282456,0.672014512664864,-0.0360625974138284
17.5223959244471,5.24596743500826,9.58014001068253,-0.00847206012174737
11.9760059316081,4.4046189327983,7.78030781841689,0.115226331556497
17.3128903172098,5.69802118958221,10.5998126797134,0.00651641570201631
11.0427551451877,3.72765856320927,6.58896770613299,-0.0310451178564873
21.868476405934,6.53363623661803,12.228922676821,0.110826267628256
11.5095695189342,3.33825865874858,5.72637950748751,-0.084499533443988
11.9872227192853,3.97704432625778,6.96935892345742,0.00243440630269411
0.226035592999154,0.72611407829807,0.136304035855867,-0.192413948041002
9.06181451483169,2.7596755070169,4.66203485449205,-0.160686294136343
11.1441884864029,3.58302728329577,5.94206716041294,-0.0762054707378046
5.66411744583779,2.08238152686782,3.24848124992659,-0.0450009238845757
7.3433510646301,2.64073136038913,4.48657334616547,0.0544475170816828
6.72465195175127,2.08978513089624,3.1845493303709,-0.0254468164576169
12.317808502364,4.29733663031648,7.62660017203443,0.228768290360424
5.40628005973508,2.21543239867409,3.3926299240644,-0.109070570547257
3.35904654415529,1.65476883651069,2.35304921145697,-0.0834393929382549
3.71265899446897,2.01184640277788,3.14276841592835,-0.184057965207278
10.0297420054803,3.63742664686066,6.33062371004753,0.160314547302686
19.2123791163889,5.23895830757574,9.52911679321957,0.110293224699123
10.9364244665931,4.29839785134484,7.54504132183591,9.16930085166403e-05
8.52168796204459,2.8827882212385,4.72718488134456,-0.0821849411821152
-4.80662234784107,-0.693693866617473,-2.42097263534176,-0.0170494307946351
3.22526759196904,1.5195798393179,2.08183758867286,-0.0587817125422905
